ticker,archetype,sector,asof,status,latest_period,n_periods,overall,blk_Earnings_Quality,blk_Revenue_Quality,blk_Cash_Conversion,blk_Working_Capital_Stress,blk_Capital_Integrity,blk_Capex_Discipline,blk_Balance_Sheet_Stress,blk_Narrative_Drift,c_total_accruals,c_accrual_trend,c_beneish_m_score,c_beneish_tata,c_receivables_growth_spread,c_beneish_dsri,c_deferred_revenue_growth_spread,c_dso_trend,c_cfo_to_net_income,c_fcf_to_net_income,c_fcf_margin,c_fcf_margin_trend,c_inventory_growth_spread,c_dio_trend,c_working_capital_swing_to_income,c_sbc_to_revenue,c_sbc_to_cfo,c_diluted_share_growth,c_net_share_count_change,c_buyback_offset_ratio,c_issuance_pressure,c_capex_growth_spread,c_capex_to_da,c_capex_intensity_regime_shift,c_incremental_revenue_per_capex,c_net_debt_to_ebitda,c_interest_coverage,c_current_ratio,c_debt_to_assets,c_leverage_change,c_asset_quality_proxy,c_intangibles_to_assets,c_adjustment_recurrence_ratio,c_recurring_adjustment_terms,c_kpi_removals,c_disclosure_volume_change,rel_3m,rel_6m,rel_12m,op_margin_chg_4q,fcf_margin_chg_4q,ni_growth_fwd_4q,non_reliance_24m
CAT,cyclical,Industrials,2025-03-16,ok,2024-12-31,8,29.2,26.1,28.6,22.6,19.8,14.2,53.4,48.3,,22.9,30.0,,25.8,23.7,22.5,41.8,31.5,14.2,23.6,16.4,42.2,20.0,25.0,15.0,10.0,10.0,,22.4,20.0,15.2,63.8,28.0,29.6,85.0,90.0,,34.2,42.7,,32.7,15.0,,,,,-0.002963485541514377,0.12636388558839107,0.8722646548932151,-0.04130004553386854,-0.026965390431319458,-0.17667779013718948,0
CAT,cyclical,Industrials,2025-06-14,ok,2025-03-31,8,42.2,36.2,40.8,69.5,55.7,13.6,45.9,31.0,,30.0,45.7,,33.0,45.6,39.6,20.0,55.0,68.8,75.5,47.8,85.0,55.3,90.0,26.7,10.0,10.0,,19.2,20.0,15.0,35.9,29.4,31.8,85.0,,,39.0,,,33.6,15.0,,,,,0.12195061425027709,0.5018618202008982,1.4224658890012738,-0.0038490191684676656,-0.006330176019561262,-0.05132333702324645,0
DE,cyclical,Industrials,2021-06-14,ok,2021-05-02,8,30.5,33.5,,41.7,20.0,16.1,20.2,46.2,,26.1,44.9,,29.1,,,,,42.8,36.2,24.5,64.1,20.0,,,10.0,10.0,20.0,26.4,20.0,,25.0,20.0,25.0,10.0,90.0,27.2,,50.3,24.0,,15.0,,,,,0.026636186432050124,-0.040175829893284165,0.08571382744284217,-0.0025715275693782846,-0.14141706985115512,0.29877782627673505,0
DE,cyclical,Industrials,2021-09-13,ok,2021-08-01,8,27.3,24.4,,12.0,45.6,15.9,22.3,56.0,,21.8,27.5,,24.6,,,,,10.0,10.0,10.0,20.0,45.6,,,10.0,10.0,20.0,25.5,20.0,,31.7,20.0,25.0,10.0,90.0,26.9,,63.2,80.3,,15.0,,,,,-0.06326848853256473,0.15598019070738978,0.12451926093637777,-0.006953662848044717,-0.12177786414950795,0.13424052960647298,0
DE,cyclical,Industrials,2021-12-14,ok,2021-08-01,8,27.3,24.4,,12.0,45.6,15.9,22.3,56.0,,21.8,27.5,,24.6,,,,,10.0,10.0,10.0,20.0,45.6,,,10.0,10.0,20.0,25.5,20.0,,31.7,20.0,25.0,10.0,90.0,26.9,,63.2,80.3,,15.0,,,,,0.17371441831479073,0.12996154070485055,0.39873915113776437,0.04089017182952939,-0.11423421298287509,0.19567404426559357,0
DE,cyclical,Industrials,2022-03-16,ok,2022-01-30,8,56.3,59.4,,88.8,71.7,17.5,32.0,57.3,,50.3,73.4,,54.0,,,,,95.0,90.0,80.0,85.0,71.7,,,10.0,,,28.5,20.0,,25.0,20.0,25.8,56.4,90.0,46.3,,65.6,47.8,,15.0,,,,,-0.01944569119487194,0.02772970436234856,0.09205899147492147,0.06995731982693745,-0.0018967708861074017,0.4508240297713982,0
DE,cyclical,Industrials,2022-06-14,ok,2022-05-01,8,38.5,40.0,,72.6,20.0,16.2,24.3,44.0,,34.6,48.2,,37.3,,,,,85.6,74.7,45.7,74.3,20.0,,,10.0,10.0,20.0,27.2,20.0,,25.0,20.0,26.2,25.0,90.0,13.9,,63.7,21.5,,15.0,,,,,0.04913664401370821,0.26376643089894203,0.0569879268321265,0.02448966440809658,0.016800869164760396,0.503780877163502,0
DE,cyclical,Industrials,2022-09-13,ok,2022-07-31,8,22.2,24.1,,18.8,20.0,15.1,33.2,23.4,,24.0,22.7,,26.9,,,,,17.1,17.6,21.8,20.0,20.0,,,10.0,10.0,20.0,20.6,20.0,,64.0,20.0,27.0,13.0,,27.6,,,,,15.0,,,,,0.1878926906601186,0.08243728461963684,-0.017203029554804017,0.034884602315759794,0.04281996927982204,0.628242542153048,0
DE,cyclical,Industrials,2022-12-14,ok,2022-07-31,8,22.2,24.1,,18.8,20.0,15.1,33.2,23.4,,24.0,22.7,,26.9,,,,,17.1,17.6,21.8,20.0,20.0,,,10.0,10.0,20.0,20.6,20.0,,64.0,20.0,27.0,13.0,,27.6,,,,,15.0,,,,,-0.10295373922068163,-0.1784473115652223,-0.3067728753108002,0.0060727486947589615,0.07224303824864008,0.42560650680129014,0
DE,cyclical,Industrials,2023-03-16,ok,2023-01-29,8,50.8,52.8,,88.8,74.6,16.6,22.0,36.4,,46.2,63.1,,49.0,,,,,95.0,90.0,80.0,85.0,74.6,,,10.0,,,25.2,20.0,,25.0,20.0,26.4,15.5,,47.1,,,,,15.0,,,,,-0.0789783132770816,-0.07147324764026575,-0.32004458548503156,,0.03613417884281134,0.21631855380481252,0
DE,cyclical,Industrials,2023-06-14,ok,2023-04-30,8,34.2,38.7,,64.9,20.0,15.3,21.0,29.8,,36.1,41.7,,38.7,,,,,85.4,75.5,45.7,34.9,20.0,,,10.0,10.0,20.0,22.1,20.0,,25.0,20.0,27.5,10.7,,37.2,,,,,15.0,,,,,0.0008682251570586441,-0.13299084240885384,-0.29895083280011314,,0.048727791634175385,0.05799530673818304,0
DE,cyclical,Industrials,2023-09-13,ok,2023-07-30,8,26.2,23.3,,24.4,33.5,14.5,32.2,34.8,,24.8,18.8,,27.8,,,,,29.8,28.0,15.0,20.0,33.5,,,10.0,10.0,20.0,16.7,20.0,,43.1,20.0,27.2,33.8,,44.7,,,,,15.0,,,,,-0.14641755161013148,-0.20991626293570076,-0.2804289717796582,,0.0508128722988922,-0.18112117893059843,0
DE,cyclical,Industrials,2023-12-14,ok,2023-07-30,8,26.2,23.3,,24.4,33.5,14.5,32.2,34.8,,24.8,18.8,,27.8,,,,,29.8,28.0,15.0,20.0,33.5,,,10.0,10.0,20.0,16.7,20.0,,43.1,20.0,27.2,33.8,,44.7,,,,,15.0,,,,,-0.09870256003424138,-0.18387204129435408,-0.15737922763059875,,0.04701143634116049,-0.3015935471178438,0
DE,cyclical,Industrials,2024-03-15,ok,2024-01-28,8,53.5,47.0,,88.8,70.3,16.5,39.6,,,40.5,56.8,,43.7,,,,,95.0,90.0,80.0,85.0,70.3,,,10.0,,,24.9,20.0,,25.0,20.0,27.6,85.0,,,,,,,15.0,,,,,-0.07503775758113018,-0.07028391462004513,0.14611458012244682,,0.024673746772996774,-0.3755774251857803,0
DE,cyclical,Industrials,2024-06-14,ok,2024-04-28,8,30.8,29.7,,45.8,20.0,15.4,39.8,,,28.0,31.0,,30.9,,,,,56.9,52.4,31.2,33.0,20.0,,,10.0,10.0,20.0,22.5,20.0,,25.0,20.0,28.2,85.0,,,,,,,15.0,,,,,0.00785992209177433,0.053683422152377425,0.2947485113210102,,0.016866339902289876,-0.40304182509505704,0
DE,cyclical,Industrials,2024-09-13,ok,2024-07-28,8,22.3,19.4,,12.0,32.1,15.8,41.1,,,20.9,15.0,,23.7,,,,,10.0,10.0,10.0,20.0,32.1,,,10.0,10.0,20.0,24.6,20.0,,28.7,20.0,28.9,85.0,,,,,,,15.0,,,,,0.038840400249415374,0.22345717435367263,0.017852704806030628,,0.0051358649231745546,-0.3668531128404669,0
DE,cyclical,Industrials,2024-12-14,ok,2024-10-27,8,24.4,15.0,,12.0,38.6,14.5,57.5,,,14.3,15.0,,16.5,,,,,10.0,10.0,10.0,20.0,38.6,,,10.0,10.0,,24.5,20.0,,79.2,24.4,30.4,85.0,,,,,,,15.0,,,,,0.15713660133122098,0.2094003981240279,-0.029608271496684324,,-0.04376995063712524,-0.2919718309859155,0
DE,cyclical,Industrials,2025-03-16,ok,2025-01-26,8,53.5,44.7,,88.8,71.9,17.9,40.6,,,36.4,57.6,,39.6,,,,,95.0,90.0,80.0,85.0,71.9,,,10.0,,,29.6,20.0,,25.0,20.0,31.5,85.0,,,,,,,15.0,,,,,0.025215950498575612,-0.19248158380582192,0.0200949464312441,,-0.012424135080946516,-0.2257960759086523,0
DE,cyclical,Industrials,2025-06-14,ok,2025-04-27,8,29.1,30.0,,36.9,20.0,16.4,40.0,,,25.6,36.3,,28.6,,,,,39.7,35.8,25.8,44.3,20.0,,,10.0,10.0,20.0,28.4,20.0,,25.0,20.0,28.9,85.0,,,,,,,15.0,,,,,-0.2018015699371124,-0.1992435096329671,-0.10673765356456544,,-0.014056033523618644,-0.1537508846426044,0
NUE,cyclical,Steel,2021-06-14,ok,2021-04-03,8,37.0,49.1,21.0,68.4,37.7,16.4,32.0,18.0,,37.0,69.4,,39.7,20.0,20.0,20.0,25.0,74.1,78.5,50.7,63.5,20.0,27.8,63.9,10.0,10.0,,33.3,20.0,,25.0,41.1,25.0,40.2,,,15.0,,,20.0,19.5,,,,,0.0141646904998316,-0.0028090931278754727,0.21717808474670586,,0.07616393121256039,3.8556782761438355,0
NUE,cyclical,Steel,2021-09-13,ok,2021-07-03,8,30.1,39.6,32.7,38.3,32.2,14.3,26.4,17.6,,29.2,56.6,,32.0,20.0,20.0,78.3,25.0,45.2,51.7,28.0,20.0,20.0,37.1,40.2,10.0,10.0,20.0,16.1,20.0,,25.0,50.7,25.0,10.0,,,15.0,,,20.0,18.1,,,,,-0.01665950832770413,0.27928732811080914,0.37402510902293795,,0.10374537082030706,1.9705226729196024,0
NUE,cyclical,Steel,2021-12-14,ok,2021-10-02,8,31.2,44.2,24.6,41.8,32.6,14.2,32.0,18.8,,34.8,59.5,,37.4,27.3,24.1,20.0,25.0,53.4,56.4,25.1,20.0,20.0,33.6,44.3,10.0,10.0,20.0,15.0,20.0,,35.4,63.2,25.0,10.0,,,15.0,,,20.2,22.3,,,,,0.20248994020518074,0.16724310359904704,0.3956306020944532,,0.12281069076677567,0.7287417758365043,0
NUE,cyclical,Steel,2022-03-16,ok,2021-12-31,8,21.4,23.2,21.6,17.6,31.6,12.5,26.7,18.6,,20.7,26.0,,23.5,20.0,20.0,23.1,25.0,17.0,22.4,10.0,20.0,33.4,49.0,15.0,10.0,10.0,,15.0,20.0,,25.0,52.4,25.0,10.0,,,15.3,,,20.0,21.5,,,,,-0.008350131652723358,-0.027309428481733344,0.1711456649383465,,0.08069849356704653,0.11422635735304823,0
NUE,cyclical,Steel,2022-06-14,ok,2022-04-02,8,22.6,21.5,28.0,17.7,31.2,13.9,31.4,18.1,,20.9,20.9,,23.8,33.6,29.0,20.0,25.0,16.0,23.4,11.3,20.0,26.6,50.1,19.7,10.0,10.0,,21.5,20.0,,30.5,54.8,25.0,20.2,,,15.0,,,20.0,19.8,,,,,0.006398750020599753,0.24227025391150425,0.1476915221464825,,0.011347133022759248,-0.16689588770441313,0
NUE,cyclical,Steel,2022-09-13,ok,2022-07-02,8,30.2,37.1,35.7,36.4,22.3,14.7,33.0,24.7,,31.0,38.2,44.0,33.7,27.8,24.6,72.0,27.2,46.7,48.4,19.8,20.0,20.0,32.3,16.1,10.0,10.0,20.0,17.9,20.0,,28.3,61.1,25.0,24.1,,,15.0,26.2,27.9,26.6,31.5,,,,,0.07393701599344937,0.07415801174935921,0.07033848432880663,,0.001605484299071036,-0.3858914709291637,0
NUE,cyclical,Steel,2022-12-14,ok,2022-10-01,8,21.6,17.7,22.9,12.0,25.5,14.2,43.7,24.3,,14.6,15.0,23.4,16.9,20.0,20.0,26.0,28.6,10.0,10.0,10.0,20.0,27.2,25.0,24.3,10.0,10.0,20.0,15.0,20.0,,25.0,51.7,25.0,78.2,,,15.0,25.8,28.0,25.8,31.0,,,,,-0.006705640928891143,-0.08275658916505813,-0.014094509249128473,,-0.022421995253633642,-0.4192373607042623,0
NUE,cyclical,Steel,2023-03-16,ok,2022-12-31,8,24.1,15.6,26.1,12.0,38.7,12.8,54.2,24.1,,13.1,15.0,18.8,15.4,26.0,24.8,20.0,34.1,10.0,10.0,10.0,20.0,37.8,25.0,51.5,10.0,10.0,,16.5,20.0,,49.3,57.2,27.0,85.0,,,15.0,25.5,28.6,25.2,30.4,,,,,-0.07847283376593683,-0.055913966880119625,0.00362603959158303,,-0.05893908452204874,-0.40517949973821327,0
NUE,cyclical,Steel,2023-06-14,ok,2023-04-01,8,30.9,30.1,26.0,46.9,22.1,15.3,48.6,24.4,,24.3,40.5,28.5,27.3,25.3,23.6,20.0,36.2,24.7,55.4,37.1,85.0,26.7,25.0,15.0,10.0,10.0,,27.9,20.0,,27.4,57.6,30.4,85.0,,,15.0,25.6,30.4,25.0,30.3,,,,,0.06836038201995631,0.029884135481062613,-0.21995553326784134,,-0.05593200956121157,-0.36333552623860793,0
NUE,cyclical,Steel,2023-09-13,ok,2023-07-01,8,25.9,24.8,25.6,26.1,21.6,15.4,47.9,23.2,,20.8,31.8,23.4,23.6,20.0,20.0,39.9,28.3,10.0,24.5,20.0,62.1,20.0,25.0,20.4,10.0,10.0,20.0,22.5,20.0,,25.0,55.2,32.3,85.0,,,15.0,24.9,26.6,24.0,29.2,,,,,-0.02339869734087907,-0.024790342883529437,-0.37383157036575354,,-0.0711168071679155,-0.3841557716427253,0
NUE,cyclical,Steel,2023-12-14,ok,2023-09-30,8,22.3,16.3,23.1,12.0,31.6,15.2,46.2,22.9,,13.3,15.0,20.9,15.7,20.0,20.0,30.5,25.0,10.0,10.0,10.0,20.0,22.5,25.0,46.5,10.0,10.0,20.0,21.3,20.0,,25.0,44.8,34.1,85.0,,,15.0,24.4,27.5,23.2,28.3,,,,,0.019958992415023635,-0.24085856176275133,-0.5667620703274109,,-0.1146341147355075,-0.4945686648986245,0
NUE,cyclical,Steel,2024-03-15,ok,2023-12-31,8,29.7,22.7,22.1,30.1,43.9,12.5,65.2,22.9,,18.7,29.1,22.2,21.3,20.0,20.0,25.6,25.0,10.0,17.8,29.5,81.0,55.7,49.0,27.9,10.0,10.0,,15.0,20.0,,72.8,65.0,36.6,85.0,,,15.0,24.3,29.5,22.4,27.5,,,,,-0.2416155855560581,-0.34426784718800685,-0.4176207617964832,,-0.11412414318385053,-0.5520441988950276,0
NUE,cyclical,Steel,2024-06-14,ok,2024-03-30,8,39.6,39.9,24.2,78.9,34.0,15.1,50.3,24.1,,31.7,63.1,31.2,34.8,23.2,22.0,27.9,25.0,75.4,90.0,65.2,85.0,20.0,35.6,46.7,10.0,10.0,,26.9,20.0,,25.0,61.5,37.0,85.0,,,15.0,25.0,33.9,23.1,28.3,,,,,-0.11289526153825913,-0.3047494380637106,-0.285556294401902,,-0.09763781060902992,-0.6839121190644932,0
NUE,cyclical,Steel,2024-09-13,ok,2024-06-29,8,28.7,22.7,31.8,27.3,31.7,15.4,57.7,21.3,,17.6,24.6,27.5,20.1,20.0,20.0,73.9,25.0,10.0,13.9,35.1,66.3,20.0,25.0,49.2,10.0,10.0,20.0,22.4,20.0,,41.8,66.1,42.5,85.0,,,15.0,22.0,20.0,23.2,28.3,,,,,-0.1601302247707771,-0.09305687466660784,-0.17589093749787388,,-0.10991992466782799,-0.62071992976295,0
NUE,cyclical,Steel,2024-12-14,ok,2024-09-28,8,29.9,20.8,29.8,27.1,47.3,15.3,57.0,23.6,,15.8,18.2,29.2,18.2,26.4,24.7,46.6,25.2,10.0,10.0,40.9,64.4,33.4,25.0,80.2,10.0,10.0,20.0,22.0,20.0,,33.8,65.7,50.0,85.0,,,15.0,22.2,30.9,24.0,29.7,,,,,0.11291033722682009,0.02191022108908014,0.16526495436555044,,-0.06873636162192473,-0.3453465346534653,0
NUE,cyclical,Steel,2025-03-16,ok,2024-12-31,8,33.8,26.2,23.6,55.8,35.6,12.8,57.7,27.3,,21.1,36.7,23.6,23.8,20.0,20.0,33.1,25.0,10.0,90.0,64.1,85.0,31.4,25.0,49.0,10.0,10.0,,16.3,20.0,,34.8,67.8,49.6,85.0,,,15.0,25.4,49.5,24.2,29.8,,,,,-0.12204981518128843,-0.057298549424672496,0.08483261846257895,,-0.03247118860292804,-0.13961519486926494,0
NUE,cyclical,Steel,2025-06-14,ok,2025-04-05,8,32.7,31.0,22.5,57.5,19.8,15.9,54.2,23.0,,23.2,43.5,30.8,26.1,20.5,20.3,26.2,25.0,10.0,90.0,72.6,85.0,20.0,25.0,15.0,10.0,10.0,,30.8,20.0,,25.0,64.5,50.4,85.0,,,15.0,24.7,26.6,23.6,29.0,,,,,0.08132541915700675,0.2066726580028755,0.8640580464703085,,-0.0013904557841517302,0.742152466367713,0
FCX,cyclical,Mining,2021-06-14,ok,2021-03-31,8,32.3,31.3,62.4,25.2,,16.0,27.9,29.5,,24.1,38.3,34.6,27.1,74.0,57.2,,48.7,18.6,43.4,19.2,20.0,,,,10.0,10.0,,34.0,,,25.0,20.0,25.0,40.6,48.0,,17.2,27.5,27.2,20.0,,,,,,-0.15781900393999415,-0.13815329177669589,0.05815668421216913,0.11347727120633894,0.10297352536634688,1.668356569497254,0
FCX,cyclical,Mining,2021-09-13,ok,2021-06-30,8,19.0,19.0,21.2,12.0,,17.3,23.5,23.8,,17.8,19.4,18.9,20.5,20.0,20.0,,25.0,10.0,10.0,10.0,20.0,,,,10.0,10.0,23.0,31.4,,,25.0,20.0,25.0,23.2,29.4,,18.3,26.3,24.3,20.0,,,,,,0.03208111288769344,0.32836232455788916,-0.0002867145895544265,-0.08671406900933876,-0.04414939937012441,0.6852266368214885,0
FCX,cyclical,Mining,2021-12-14,ok,2021-09-30,8,22.8,26.3,21.2,21.3,,16.4,30.4,20.6,,23.4,38.0,19.4,26.3,20.0,20.0,,25.0,18.0,36.1,10.0,20.0,,,,10.0,10.0,20.5,30.2,,,40.9,20.7,25.0,31.0,20.0,,15.0,25.6,26.3,20.0,,,,,,0.2835062517366944,0.15457707968043888,0.18190805312145153,-0.21627970073907796,-0.10925819548670548,-0.0010277492291880781,0
FCX,cyclical,Mining,2022-03-16,ok,2021-12-31,8,27.5,25.1,57.5,12.0,,13.3,41.1,19.6,,19.2,24.5,33.2,21.9,73.6,60.8,,25.0,10.0,10.0,10.0,20.0,,,,10.0,10.0,,23.0,,,58.3,30.7,25.0,45.0,17.2,,15.0,24.7,25.4,20.0,,,,,,-0.07577953032512352,-0.25499696188397714,-0.11910728026141326,-0.10614857062097516,-0.17996145337777553,-0.16514445479962722,0
FCX,cyclical,Mining,2022-06-14,ok,2022-03-31,8,36.7,34.9,56.7,52.2,,15.1,33.0,20.3,,27.6,48.1,33.1,30.6,69.2,52.9,,39.5,46.2,61.1,19.0,85.0,,,,10.0,10.0,,27.2,20.0,,25.0,34.4,25.0,49.6,15.8,,16.9,24.7,30.1,20.0,,,,,,-0.23976343305225534,-0.006281284868832948,-0.09572062192778907,-0.12851863484125697,-0.22176289061280238,-0.42621912602913237,0
FCX,cyclical,Mining,2022-09-13,ok,2022-06-30,8,27.2,21.2,21.2,36.4,,14.9,49.9,23.7,,21.5,28.4,13.3,24.3,20.0,20.0,,25.0,10.0,44.1,24.5,85.0,,,,10.0,10.0,20.0,19.7,20.0,,43.7,40.1,42.7,72.3,20.7,,15.0,27.1,44.6,20.0,,,,,,0.2396701345331862,0.15452000749336325,0.1667384534706502,-0.04351265353255224,-0.1743320796297245,-0.4492777685538768,0
FCX,cyclical,Mining,2022-12-14,ok,2022-09-30,8,33.4,29.6,21.2,55.6,,16.7,52.4,23.8,,23.8,35.8,31.8,26.7,20.0,20.0,,25.0,10.0,90.0,63.1,85.0,,,,10.0,10.0,20.0,30.0,20.0,,28.7,38.6,59.3,85.0,30.8,,15.0,26.4,26.4,20.0,,,,,,-0.06277212505137553,-0.09495067059833673,-0.13033435523002268,0.07323210065432403,-0.10703837277740555,-0.23436213991769547,0
FCX,cyclical,Mining,2023-03-16,ok,2022-12-31,8,46.5,37.0,76.5,58.2,,23.0,58.9,23.1,,24.5,38.2,53.3,27.4,90.0,77.4,,51.7,20.7,88.9,58.8,85.0,,,,10.0,10.0,,30.8,70.0,,44.1,48.3,58.8,85.0,27.8,,15.6,25.8,26.9,20.0,,,,,,-0.0073166612345543225,-0.005207387513144424,-0.06771280794992518,0.015333493474257331,-0.04738702533382955,-0.16253628041973656,0
FCX,cyclical,Mining,2023-06-14,ok,2023-03-31,8,36.9,27.2,24.6,63.4,,23.2,61.7,22.5,,25.0,36.3,21.3,28.0,20.0,20.0,,38.5,32.4,90.0,62.8,85.0,,,,10.0,10.0,,31.5,70.0,,35.7,64.1,67.7,85.0,30.2,,15.0,23.9,20.7,20.0,,,,,,-0.01474292393018728,-0.09814327494450459,-0.04123789941241074,-0.049858167348932836,0.023425613583796735,0.06622516556291391,0
FCX,cyclical,Mining,2023-09-13,ok,2023-06-30,8,27.0,18.5,21.2,29.0,,22.3,55.6,23.8,,19.4,20.2,14.5,22.1,20.0,20.0,,25.0,10.0,46.9,34.7,34.0,,,,10.0,10.0,20.0,30.2,70.0,,25.0,50.7,66.9,85.0,30.8,,15.0,23.7,28.6,20.0,,,,,,-0.09762293872979932,-0.06354386172368054,-0.18812982497297948,0.08236194845983008,0.04394302535841296,0.3304190533614712,0
FCX,cyclical,Mining,2023-12-14,ok,2023-09-30,8,37.6,27.9,47.2,50.6,,22.4,53.7,25.0,,23.4,30.0,31.5,26.3,59.0,48.6,,25.0,10.9,87.0,57.0,68.1,,,,10.0,10.0,20.5,30.2,70.0,,27.0,52.8,63.5,76.8,35.8,,15.0,23.2,27.8,20.0,,,,,,-0.030672277823291516,-0.03390313490596375,-0.31992393425074084,0.0356859269183325,0.06051171326667093,0.25907014243482934,0
FCX,cyclical,Mining,2024-03-15,ok,2023-12-31,8,44.0,32.3,73.9,51.3,,22.9,58.0,26.2,,23.2,30.9,45.6,26.1,90.0,77.2,,41.5,10.0,90.0,61.4,64.8,,,,10.0,10.0,,30.3,70.0,,39.0,55.3,60.9,79.9,38.6,,16.2,22.9,28.7,20.0,,,,,,0.01702601792041758,-0.14041430793425613,-0.20545069702985974,-0.08570689145223306,0.07352364335698715,0.17275393228472408,0
FCX,cyclical,Mining,2024-06-14,ok,2024-03-31,8,31.4,25.5,51.3,28.0,,15.3,46.5,25.6,,20.9,24.1,32.2,23.7,55.7,45.3,,51.1,10.0,58.2,29.8,20.0,,,,10.0,10.0,,31.2,,,25.0,50.2,45.6,70.3,36.9,,17.2,22.4,27.2,20.0,,,,,,-0.1461893827839863,-0.25051033666652966,-0.24646183009080136,-0.029317725527997968,0.013258612379040191,0.04296066252587992,0
FCX,cyclical,Mining,2024-09-13,ok,2024-06-30,8,24.9,21.9,21.2,24.7,,16.4,45.8,24.7,,21.3,26.4,17.8,24.0,20.0,20.0,,25.0,10.0,50.3,22.9,20.0,,,,10.0,10.0,20.5,30.2,,,25.0,52.3,32.8,78.6,33.3,,16.5,22.3,29.3,20.0,,,,,,-0.08915732111555519,-0.06432759408544819,-0.11497046447819637,0.0028900956209990114,0.00015060146084949072,-0.026285973260820304,0
FCX,cyclical,Mining,2024-12-14,ok,2024-09-30,8,25.7,23.7,21.2,28.3,,16.3,42.5,26.1,,21.5,28.3,21.7,24.3,20.0,20.0,,25.0,10.0,58.7,30.5,20.0,,,,10.0,10.0,20.0,30.0,,,27.5,47.5,25.0,74.0,36.2,,17.6,22.5,31.3,20.0,,,,,,0.06775271079323808,0.006873831644510386,0.06578631353208864,-0.0009277968480109755,-0.025460276711442048,-0.08046958377801494,0
FCX,cyclical,Mining,2025-03-16,ok,2024-12-31,8,30.7,21.1,21.2,45.3,,22.9,49.6,28.7,,21.1,28.7,13.3,23.8,20.0,20.0,,25.0,10.0,76.3,49.9,63.6,,,,10.0,10.0,,30.1,70.0,,37.8,55.2,25.0,83.8,50.4,,16.2,21.3,24.2,20.0,,,,,,-0.00036350182013045185,-0.015202577740133894,0.2430369868584097,-0.05741696146846814,-0.05883276088642968,-0.05614912480109116,0
FCX,cyclical,Mining,2025-06-14,ok,2025-03-31,8,40.6,30.6,60.4,55.8,,18.4,47.0,30.3,,23.6,35.6,35.6,26.5,77.0,65.6,,25.0,10.0,90.0,64.1,85.0,,,,10.0,10.0,,29.5,39.6,,25.0,60.2,25.0,85.0,50.6,,17.7,21.8,32.8,20.0,,,,,,-0.013893581253036968,0.005693503733962713,0.42344239520859395,0.10793740732160337,-0.001898816627611065,0.17766749379652605,0
GM,cyclical,Autos,2021-06-14,ok,2021-03-31,8,49.7,37.5,27.6,75.3,70.9,,39.0,51.7,,29.4,50.3,,32.4,,,20.0,35.3,83.7,83.6,56.4,69.1,70.9,,,,,,35.6,,,25.0,20.0,25.0,85.0,,,51.2,,,52.1,,,,,,-0.21757679207528946,-0.07431650296616743,-0.3624094471494249,-0.039875894327119785,0.0049559658343962115,0.07722555980338613,0
GM,cyclical,Autos,2021-09-13,ok,2021-06-30,8,27.1,21.4,,13.4,28.4,25.7,34.3,51.0,,19.6,23.0,,22.3,,,64.5,,10.0,10.0,16.8,20.0,28.4,,,,,22.0,30.6,,,72.0,20.0,25.0,10.0,,,49.8,,,52.2,,,,,,0.1863245199971033,-0.1366221008240689,-0.09341943763816751,-0.025176482322149467,-0.12866397367032856,-0.31618166130676917,0
GM,cyclical,Autos,2021-12-14,ok,2021-09-30,8,52.7,38.3,45.5,87.6,74.7,24.3,48.0,52.2,,31.2,49.2,,34.2,62.8,56.4,20.0,27.1,95.0,90.0,74.2,85.0,71.7,,77.8,,,20.0,30.1,,,54.9,20.0,25.0,85.0,,,50.9,,,53.5,,,,,,-0.1925797377803089,-0.23852277120260346,-0.21519500480895815,0.019547181062047843,-0.0024690729098990685,-0.13673139158576053,0
GM,cyclical,Autos,2022-03-16,ok,2021-12-31,8,32.3,19.4,32.5,15.1,52.5,,51.1,42.0,,18.7,19.0,,21.4,20.0,20.0,77.3,25.0,10.0,10.0,25.3,20.0,20.0,,85.0,,,,30.7,,,56.3,22.7,33.7,85.0,,,49.8,,,52.1,15.0,,,,,-0.09371234712963128,0.027155190617764946,-0.14680092667412348,0.01530915648313732,-0.01130789106799765,-0.023730517848164906,0
GM,cyclical,Autos,2022-06-14,ok,2022-03-31,8,46.3,33.9,76.5,71.0,35.8,15.7,36.0,49.8,,27.0,44.6,,30.0,90.0,74.7,,55.3,63.4,82.5,56.0,85.0,35.3,,36.4,10.0,10.0,,32.9,,,25.0,20.0,39.1,58.9,,,49.3,,,50.2,,,,,,0.16628053939993914,0.08879978223993468,-0.04734835268147264,0.0034385737142881984,-0.010381969340265536,-0.07067531940782802,0
GM,cyclical,Autos,2022-09-13,ok,2022-06-30,8,37.4,26.3,36.7,40.6,56.3,16.3,48.5,48.5,,23.3,30.0,,26.2,31.5,27.7,,57.1,10.0,57.3,51.2,62.4,50.3,,62.2,10.0,10.0,20.0,30.0,,,50.6,20.0,46.5,71.0,,,47.6,,,49.4,,,,,,-0.06727163986759122,-0.14802782826696181,-0.3255046734923659,0.0031556794473527466,0.04697497141767516,0.15152557926129848,0
