ticker,archetype,sector,asof,status,latest_period,n_periods,overall,blk_Earnings_Quality,blk_Revenue_Quality,blk_Cash_Conversion,blk_Working_Capital_Stress,blk_Capital_Integrity,blk_Capex_Discipline,blk_Balance_Sheet_Stress,blk_Narrative_Drift,c_total_accruals,c_accrual_trend,c_beneish_m_score,c_receivables_growth_spread,c_dso_trend,c_cfo_to_net_income,c_fcf_margin,c_fcf_margin_trend,c_inventory_growth_spread,c_dio_trend,c_diluted_share_growth,c_issuance_pressure,c_capex_growth_spread,c_capex_to_da,c_capex_intensity_regime_shift,c_net_debt_to_ebitda,c_interest_coverage,c_current_ratio,c_debt_to_assets,c_leverage_change,c_kpi_removals,c_disclosure_volume_change,c_risk_factor_expansion,rel_3m,rel_6m,rel_12m,op_margin_chg_4q,fcf_margin_chg_4q,ni_growth_fwd_4q,non_reliance_24m
NVDA,capex_ai_infra,Semiconductors,2023-12-14,ok,2023-10-29,8,30.1,48.4,21.8,32.8,22.0,20.0,,15.6,,25.6,63.7,58.4,20.0,25.0,32.8,,,20.0,25.0,20.0,,,,,12.8,12.0,15.0,22.9,21.7,,,,0.7352188506821344,1.5419464186590808,1.427938626146837,0.048478484277705514,0.12932164774766447,2.339368911478187,0
NVDA,capex_ai_infra,Semiconductors,2024-03-15,ok,2024-01-28,8,35.1,66.0,21.8,39.5,22.0,,23.0,14.5,,43.7,73.6,81.9,20.0,25.0,39.5,,,20.0,25.0,,,25.0,20.0,,11.1,12.0,15.0,19.8,20.0,,,,0.4369112437697831,0.22219359965534013,0.21520265146582274,-0.004864340301836467,0.04564536418639176,1.449007023085453,0
NVDA,capex_ai_infra,Semiconductors,2024-06-14,ok,2024-04-28,8,34.4,64.4,21.8,38.6,22.0,,23.0,14.1,,45.5,62.3,85.0,20.0,25.0,38.6,,,20.0,25.0,,,25.0,20.0,,10.6,12.0,15.0,17.6,20.0,,,,-0.15472544741352345,-0.10206503318184512,-0.011240329675666905,-0.15816667757802166,-0.0007195339294543412,0.8023334976641547,0
NVDA,capex_ai_infra,Semiconductors,2024-09-13,ok,2024-07-28,8,43.4,71.4,21.8,27.9,22.0,85.0,55.8,14.1,,62.2,66.2,85.0,20.0,25.0,42.7,10.0,20.0,20.0,25.0,85.0,,82.6,53.9,25.0,10.0,,15.0,15.0,20.0,,,,0.07462859139073785,-0.035328843623505635,0.24271099911646976,-0.012139221597953331,-0.041414595724501624,0.6336590703290069,0
NVDA,capex_ai_infra,Semiconductors,2024-12-14,ok,2024-10-27,8,37.4,62.3,39.6,27.0,22.0,20.0,50.6,14.9,,57.4,41.5,84.4,36.1,45.8,40.7,10.0,20.0,20.0,25.0,20.0,,79.0,40.0,25.0,10.0,,15.0,15.0,24.4,,,,-0.03703617356501887,0.10139923671688977,0.19121609621307822,0.008319783500776334,-0.08674435220637666,0.5727241018486222,0
NVDA,capex_ai_infra,Semiconductors,2025-03-16,ok,2025-01-26,8,49.2,78.4,61.4,37.1,28.4,,57.7,14.8,,79.6,69.0,85.0,57.6,68.0,47.1,10.0,46.7,30.7,25.0,,,90.0,47.1,27.4,10.0,,15.0,15.0,23.8,,,,0.1447318229650969,0.2925832661703409,0.3296703126967815,0.03917131257201856,-0.02917806576991716,0.6474615806805708,0
NVDA,capex_ai_infra,Semiconductors,2025-06-14,ok,2025-04-27,8,35.1,39.0,31.6,27.8,34.0,,59.8,15.2,,28.7,15.0,69.4,28.2,37.5,33.5,10.0,35.7,40.1,25.0,,,90.0,47.7,33.1,10.0,,15.0,15.0,25.9,,,,0.11037536832548556,0.08254985303363749,0.1727515521000531,0.16487710103277337,-0.03375229325833523,1.0789980983145335,0
CAT,cyclical,Industrials,2021-06-14,ok,2021-03-31,8,19.0,15.6,21.8,16.0,22.0,19.2,23.7,,,10.9,21.3,,20.0,25.0,10.0,20.5,22.0,20.0,25.0,,19.2,25.0,20.0,25.0,,,28.5,,,,,,-0.1070073827793544,-0.1749843219684868,0.07074519256874634,-0.016096215420947968,-0.058748002007465674,0.8886951467596629,0
CAT,cyclical,Industrials,2021-09-13,ok,2021-06-30,8,20.2,20.4,21.8,15.7,22.0,19.4,23.7,,,11.9,30.7,,20.0,25.0,10.0,19.2,22.4,20.0,25.0,21.0,18.4,25.0,20.0,25.0,,,29.1,,,,,,-0.06531686249622681,0.11563175830681327,0.021028074737451385,-0.0023507486808375666,-0.06885123676109699,0.5373066424021838,0
CAT,cyclical,Industrials,2021-12-14,ok,2021-09-30,8,22.3,26.2,21.8,19.0,22.0,16.9,23.7,,,14.7,40.0,,20.0,25.0,10.0,20.8,32.9,20.0,25.0,20.0,15.0,25.0,20.0,25.0,,,28.3,,,,,,0.13337670973414362,0.2077064676152104,0.3151915083175957,0.027505336785570628,-0.053662779872413094,0.4302348146710654,0
CAT,cyclical,Industrials,2022-03-16,ok,2021-12-31,8,30.5,36.3,21.8,30.0,22.2,16.2,30.7,40.1,,22.4,61.5,29.4,20.0,25.0,19.6,25.1,53.0,20.3,25.0,,16.2,42.5,20.0,25.0,43.7,,32.2,45.0,,,,,0.08473487397764612,-0.04770479959651974,0.1051051168404622,-0.015532938990968623,-0.01519114396837476,0.03249653472970892,0
CAT,cyclical,Industrials,2022-06-14,ok,2022-03-31,8,37.7,46.9,22.6,51.8,34.9,15.0,31.5,,,31.7,65.1,,20.4,26.4,49.1,35.4,72.9,27.9,45.4,,15.0,44.2,20.0,25.6,,,32.9,,,,,,-0.1604172533447158,0.07071130573267692,0.02321426592991105,0.035665018429847484,0.039412504053731784,0.09386059393752885,0
CAT,cyclical,Industrials,2022-09-13,ok,2022-06-30,8,38.3,42.3,21.8,50.8,47.4,18.0,34.9,,,32.8,53.6,,20.0,25.0,50.7,35.8,66.0,32.3,70.0,20.0,16.8,51.6,20.0,26.9,,,32.5,,,,,,0.25391077054322,0.19340562971512587,0.4024553210479862,0.0744290754703533,0.05044461163201151,0.23705238236164547,0
CAT,cyclical,Industrials,2022-12-14,ok,2022-09-30,8,31.0,33.9,21.8,44.0,32.3,16.9,24.3,,,31.9,36.3,,20.0,25.0,47.6,33.3,48.3,22.0,47.7,20.0,15.0,25.0,20.0,26.8,,,34.5,,,,,,-0.06332902029384313,-0.05698329674097802,0.04513304432520027,0.04344413156894722,0.0618412793627376,0.23649932157394843,0
CAT,cyclical,Industrials,2023-03-16,ok,2022-12-31,8,24.9,21.1,21.8,22.8,22.0,17.2,23.8,41.7,,21.1,15.0,26.2,20.0,25.0,17.1,28.2,27.6,20.0,25.0,,17.2,25.0,20.0,25.3,44.1,,35.6,45.8,,,,,0.01692891407092456,0.15789684922129665,0.32319248909970333,0.08237384110926378,0.06097009846451966,0.5411694510739857,0
CAT,cyclical,Industrials,2023-06-14,ok,2023-03-31,8,21.2,16.7,21.8,17.2,40.6,15.0,25.4,,,18.1,15.0,,20.0,25.0,11.5,24.2,20.0,20.4,70.9,,15.0,29.4,20.0,25.0,,,33.3,,,,,,0.13304575832161936,0.028456129701216692,0.08612865438124695,0.05056312847177083,0.04863982664989884,0.5816570544380363,0
CAT,cyclical,Industrials,2023-09-13,ok,2023-06-30,8,20.6,19.9,21.8,18.3,23.7,16.9,23.7,,,18.9,21.0,,20.0,25.0,14.9,22.5,20.0,20.0,29.3,20.0,15.1,25.0,20.0,25.0,,,38.5,,,,,,-0.09068009522060783,0.0893358157421198,-0.0027253343247384265,-0.002238432536433077,0.037489683358553516,0.3159090909090909,0
CAT,cyclical,Industrials,2023-12-14,ok,2023-09-30,8,21.2,18.6,21.8,15.6,23.2,18.0,31.0,,,16.0,21.6,,20.0,25.0,11.2,19.0,20.0,20.0,28.1,20.0,16.8,43.3,20.0,25.0,,,32.5,,,,,,0.1453779823174044,-0.02746911911384209,0.047134006346563284,-0.009782469544975414,0.013142972927197127,0.17096455612860748,0
CAT,cyclical,Industrials,2024-03-15,ok,2023-12-31,8,24.9,21.0,25.0,15.5,34.4,15.0,31.6,35.0,,16.0,25.7,22.1,21.9,30.4,12.6,15.9,20.0,20.0,55.9,,15.0,43.7,20.0,26.4,31.2,,37.4,39.1,,,,,-0.1347454495876773,-0.09692953510867963,-0.1325367373108456,-0.003270095872304646,-0.012125006436347868,0.04413472706155633,0
CAT,cyclical,Industrials,2024-06-14,ok,2024-03-31,8,22.7,23.8,23.5,16.6,23.4,15.0,30.7,,,17.4,31.4,,20.9,28.0,15.6,14.8,20.0,20.0,28.4,,15.0,40.7,20.0,27.1,,,37.6,,,,,,0.04650750447428065,0.07255371667805655,0.02270128500077173,-0.041740458623322985,-0.03294259179556902,-0.11623977232301672,0
CAT,cyclical,Industrials,2024-09-13,ok,2024-06-30,8,25.8,24.6,27.2,18.6,32.2,17.3,35.6,,,17.4,33.2,,23.1,34.5,15.3,15.3,27.8,20.0,50.5,20.0,15.7,52.1,20.0,28.3,,,40.8,,,,,,0.028081787883364573,-0.022484604160984745,0.1382412681179248,-0.03602891842475894,-0.03136871950690617,-0.14235069539132805,0
CAT,cyclical,Industrials,2024-12-14,ok,2024-09-30,8,25.9,25.4,27.2,21.5,31.7,17.0,32.1,,,18.2,34.1,,23.1,34.5,15.8,16.6,36.5,22.2,45.9,20.0,15.2,43.0,20.0,28.5,,,35.2,,,,,,-0.04442979120902735,-0.029022763018321407,0.3874331533644697,-0.022357529681992422,-0.02998161351546416,-0.1311967013400806,0
CAT,cyclical,Industrials,2025-03-16,ok,2024-12-31,8,30.6,27.6,28.8,26.5,39.8,15.2,38.6,35.8,,20.7,40.2,23.8,23.9,37.3,19.2,18.4,47.3,25.5,61.3,,15.2,53.1,28.0,29.6,33.4,,34.2,42.7,,,,,-0.0029636063783908817,0.12636396483526124,0.8722646883520415,-0.04130004553386854,-0.026965390431319458,-0.17667779013718948,0
CAT,cyclical,Industrials,2025-06-14,ok,2025-03-31,8,32.5,26.9,34.5,28.5,51.1,15.0,42.8,,,20.3,35.0,,26.6,48.4,18.3,20.6,54.2,32.6,78.9,,15.0,60.9,29.4,31.8,,,39.0,,,,,,0.12195080179528373,0.5018619983215844,1.42246587708964,-0.0038490191684676656,-0.006330176019561262,-0.05132333702324645,0
DE,cyclical,Industrials,2021-06-14,ok,2021-05-02,8,23.8,24.4,,13.6,20.0,20.0,23.7,39.0,,10.0,41.7,,,,10.0,10.8,22.7,20.0,,20.0,,25.0,20.0,25.0,52.6,27.2,,50.4,24.1,,,,0.02663618703233306,-0.040175832739358874,0.08571381936968492,-0.0025715275693782846,-0.14141706985115512,0.29877782627673505,0
DE,cyclical,Industrials,2021-09-13,ok,2021-08-01,8,31.5,36.1,,23.6,20.0,20.0,23.7,54.2,,16.3,60.0,,,,10.0,16.5,54.4,20.0,,20.0,,25.0,20.0,25.0,63.9,26.9,,63.3,80.3,,,,-0.06326848696625975,0.15598020378482913,0.12451873239850009,-0.006953662848044717,-0.12177786414950795,0.13424052960647298,0
DE,cyclical,Industrials,2021-12-14,ok,2021-08-01,8,31.5,36.1,,23.6,20.0,20.0,23.7,54.2,,16.3,60.0,,,,10.0,16.5,54.4,20.0,,20.0,,25.0,20.0,25.0,63.9,26.9,,63.3,80.3,,,,0.17371408471923577,0.1299617036953542,0.39873946180851705,-0.006953662848044717,-0.12177786414950795,0.13424052960647298,0
DE,cyclical,Industrials,2022-03-16,ok,2022-01-30,8,46.6,46.2,,52.8,43.5,,30.7,58.0,,29.7,65.8,,,,45.9,32.7,85.0,43.5,,,,41.9,20.0,25.8,71.0,46.3,,65.6,47.8,,,,-0.019445269509965613,0.027730074391844717,0.09205941993962452,0.06995731982693745,-0.0018967708861074017,0.4508240297713982,0
DE,cyclical,Industrials,2022-06-14,ok,2022-05-01,8,43.8,49.4,,63.2,48.6,20.0,24.1,42.7,,38.0,63.1,,,,64.8,38.7,85.0,48.6,,20.0,,25.0,20.0,26.2,72.0,13.9,,63.7,21.1,,,,0.04913694998311602,0.2637667841366469,0.056988460716727696,0.02448966440809658,0.016800869164760396,0.503780877163502,0
DE,cyclical,Industrials,2022-09-13,ok,2022-07-31,8,41.5,48.0,,64.4,36.6,20.0,32.0,27.6,,41.7,55.4,,,,70.3,42.3,76.1,36.6,,20.0,,44.2,20.0,27.0,,27.6,,,,,,,0.18789298131371157,0.08243746274662667,-0.01720281949254243,0.034884602315759794,0.04281996927982204,0.628242542153048,0
DE,cyclical,Industrials,2022-12-14,ok,2022-07-31,8,41.5,48.0,,64.4,36.6,20.0,32.0,27.6,,41.7,55.4,,,,70.3,42.3,76.1,36.6,,20.0,,44.2,20.0,27.0,,27.6,,,,,,,-0.10295399795674942,-0.17844769517700632,-0.3067731807015449,0.034884602315759794,0.04281996927982204,0.628242542153048,0
DE,cyclical,Industrials,2023-03-16,ok,2023-01-29,8,38.4,35.5,,45.8,20.0,,34.3,47.1,,40.3,29.7,,,,61.6,34.9,28.9,20.0,,,,50.5,20.0,26.4,,47.1,,,,,,,-0.07897807919385125,-0.0714731734509817,-0.32004447217850673,,0.03613417884281134,0.21631855380481252,0
DE,cyclical,Industrials,2023-06-14,ok,2023-04-30,8,36.5,37.5,,47.4,20.0,20.0,37.6,37.2,,42.3,31.8,,,,64.4,35.6,29.2,20.0,,20.0,,57.9,20.0,27.5,,37.2,,,,,,,0.000868070018161804,-0.13299084130499983,-0.29895121530827184,,0.048727791634175385,0.05799530673818304,0
DE,cyclical,Industrials,2023-09-13,ok,2023-07-30,8,35.6,38.4,,45.0,20.0,20.0,27.5,44.7,,43.1,32.7,,,,63.5,32.5,25.1,20.0,,20.0,,32.6,20.0,27.2,,44.7,,,,,,,-0.14641769344644884,-0.2099163382148772,-0.2804286876773442,,0.0508128722988922,-0.18112117893059843,0
DE,cyclical,Industrials,2023-12-14,ok,2023-07-30,8,35.6,38.4,,45.0,20.0,20.0,27.5,44.7,,43.1,32.7,,,,63.5,32.5,25.1,20.0,,20.0,,32.6,20.0,27.2,,44.7,,,,,,,-0.09870233033884868,-0.18387204263821477,-0.15737934950545074,,0.0508128722988922,-0.18112117893059843,0
DE,cyclical,Industrials,2024-03-15,ok,2024-01-28,8,28.6,25.9,,33.5,20.0,,30.7,,,31.4,19.2,,,,45.4,24.7,21.5,20.0,,,,40.5,20.0,27.6,,,,,,,,,-0.0750379540802063,-0.07028390446678623,0.14611457308849185,,0.024673746772996774,-0.3755774251857803,0
DE,cyclical,Industrials,2024-06-14,ok,2024-04-28,8,25.4,20.1,,25.0,20.0,20.0,37.8,,,24.4,15.0,,,,29.7,21.8,20.0,20.0,,20.0,,57.5,20.0,28.2,,,,,,,,,0.00786013010527542,0.053683796360564306,0.29474865329827793,,0.016866339902289876,-0.40304182509505704,0
DE,cyclical,Industrials,2024-09-13,ok,2024-07-28,8,21.8,18.0,,17.9,20.0,20.0,32.9,,,20.4,15.0,,,,15.2,20.1,20.5,20.0,,20.0,,44.7,20.0,28.9,,,,,,,,,0.03883988114336434,0.22345688524240792,0.017852265677419377,,0.0051358649231745546,-0.3668531128404669,0
DE,cyclical,Industrials,2024-12-14,ok,2024-10-27,8,23.7,17.9,,17.1,32.2,,35.1,,,19.0,16.5,,,,10.0,20.0,26.7,32.2,,,,46.2,24.4,30.4,,,,,,,,,0.15713691755265757,0.2094004424784207,-0.029608077406849898,,-0.04376995063712524,-0.2919718309859155,0
DE,cyclical,Industrials,2025-03-16,ok,2025-01-26,8,23.8,17.8,,16.9,34.0,,35.0,,,16.8,18.9,,,,10.0,18.7,27.2,34.0,,,,47.8,20.0,31.5,,,,,,,,,0.025215602602416842,-0.19248164829420844,0.0200949464312441,,-0.012424135080946516,-0.2257960759086523,0
DE,cyclical,Industrials,2025-06-14,ok,2025-04-27,8,20.8,19.1,,16.4,27.9,20.0,25.0,,,15.9,23.0,,,,10.0,17.1,27.0,27.9,,20.0,,25.0,20.0,28.9,,,,,,,,,-0.20180129746530473,-0.199243165572335,-0.10673726376424675,,-0.014056033523618644,-0.1537508846426044,0
NUE,cyclical,Steel,2021-06-14,ok,2021-04-03,8,28.5,37.5,21.8,21.7,26.7,,29.3,,,10.0,70.5,,20.0,25.0,10.0,38.2,25.6,20.0,36.8,,,25.0,41.1,25.0,,,15.0,,,,,,0.0141646093407366,-0.0028092593063206994,0.21717825034406946,,0.07616393121256039,3.8556782761438355,0
NUE,cyclical,Steel,2021-09-13,ok,2021-07-03,8,33.4,50.8,21.8,31.1,22.0,20.0,31.9,,,22.3,85.0,,20.0,25.0,24.8,39.9,33.4,20.0,25.0,20.0,,25.0,50.7,25.0,,,15.0,,,,,,-0.016659583584791804,0.2792870959154331,0.3740247348788709,,0.10374537082030706,1.9705226729196024,0
NUE,cyclical,Steel,2021-12-14,ok,2021-10-02,8,41.0,65.0,21.8,41.3,32.8,20.0,35.2,,,48.3,85.0,,20.0,25.0,52.4,36.2,27.0,20.0,51.9,20.0,,25.0,63.2,25.0,,,15.0,,,,,,0.20249016204324422,0.16724349682698414,0.39563090515859545,,0.12281069076677567,0.7287417758365043,0
NUE,cyclical,Steel,2022-03-16,ok,2021-12-31,8,36.4,51.6,21.8,31.9,33.4,,32.3,,,40.6,64.8,,20.0,25.0,43.4,23.8,20.0,20.0,53.6,,,25.0,52.4,25.0,,,15.3,,,,,,-0.008349930575302533,-0.027309226797067265,0.1711456558969009,,0.08069849356704653,0.11422635735304823,0
NUE,cyclical,Steel,2022-06-14,ok,2022-04-02,8,25.0,19.2,21.8,23.7,32.2,,32.9,,,22.7,15.0,,20.0,25.0,29.5,17.4,20.0,20.0,50.6,,,25.0,54.8,25.0,,,15.0,,,,,,0.006398617469809187,0.24227024564159994,0.14769136922542914,,0.011347133022759248,-0.16689588770441313,0
NUE,cyclical,Steel,2022-09-13,ok,2022-07-02,8,27.2,30.6,27.4,24.5,25.7,20.0,34.6,21.9,,24.5,15.0,49.7,24.6,32.3,31.9,16.1,20.0,20.0,34.4,20.0,,25.0,61.1,25.0,,,15.0,26.2,27.9,,,,0.0739375598948695,0.07415843045391757,0.0703388730950616,,0.001605484299071036,-0.3858914709291637,0
NUE,cyclical,Steel,2022-12-14,ok,2022-10-01,8,21.4,16.4,22.9,15.8,24.3,20.0,32.1,21.8,,10.0,15.0,23.9,20.8,26.7,16.0,11.4,20.0,23.9,25.0,20.0,,25.0,51.7,25.0,,,15.0,25.8,28.0,,,,-0.006705824579566033,-0.08275685447007186,-0.014094258195611387,,-0.022421995253633642,-0.4192373607042623,0
NUE,cyclical,Steel,2023-03-16,ok,2022-12-31,8,24.5,15.1,33.2,12.9,25.3,,46.4,22.0,,10.0,15.0,20.2,27.5,43.1,10.0,10.8,20.0,25.5,25.0,,,55.3,57.2,27.0,,,15.0,25.6,28.8,,,,-0.07847304420022883,-0.05591400930908996,0.0036261282123917216,,-0.05893908452204874,-0.40517949973821327,0
NUE,cyclical,Steel,2023-06-14,ok,2023-04-01,8,26.0,16.4,29.8,20.0,25.3,,46.7,22.3,,10.0,15.0,23.9,25.1,38.0,10.0,15.5,42.1,25.4,25.0,,,52.9,57.6,30.4,,,15.0,25.6,30.0,,,,0.06836007295686075,0.02988382032277004,-0.2199560302486412,,-0.05593200956121157,-0.36333552623860793,0
NUE,cyclical,Steel,2023-09-13,ok,2023-07-01,8,23.1,13.0,23.0,20.3,24.4,20.0,42.2,21.2,,10.0,15.2,14.3,20.7,26.9,10.0,15.3,43.2,24.1,25.0,20.0,,41.7,55.2,32.3,,,15.0,24.9,26.6,,,,-0.023398770228153953,-0.02479065302409622,-0.37383127694774043,,-0.0711168071679155,-0.3841557716427253,0
NUE,cyclical,Steel,2023-12-14,ok,2023-09-30,8,22.4,14.3,21.8,20.7,23.6,20.0,37.2,21.3,,10.0,20.5,13.5,20.0,25.0,10.0,15.4,44.6,22.7,25.0,20.0,,34.7,44.8,34.1,,,15.0,24.4,27.5,,,,0.019959245145919846,-0.240858468834792,-0.5667622040773664,,-0.1146341147355075,-0.4945686648986245,0
NUE,cyclical,Steel,2024-03-15,ok,2023-12-31,8,29.6,20.4,21.8,27.1,37.5,,53.6,21.9,,10.0,38.7,15.6,20.0,25.0,10.0,21.0,63.1,31.6,46.3,,,60.2,65.0,36.6,,,15.0,24.4,29.7,,,,-0.2416155474596483,-0.34426768588738865,-0.4176207713812382,,-0.11412414318385053,-0.5520441988950276,0
NUE,cyclical,Steel,2024-06-14,ok,2024-03-30,8,29.9,25.3,21.8,29.7,27.0,,49.3,23.2,,10.0,52.4,18.1,20.0,25.0,10.0,25.7,68.0,25.5,29.4,,,51.3,61.5,37.0,,,15.0,25.0,33.7,,,,-0.11289512933978907,-0.3047491470630541,-0.2855562370314009,,-0.09763781060902992,-0.6839121190644932,0
NUE,cyclical,Steel,2024-09-13,ok,2024-06-29,8,29.0,19.3,21.8,31.4,26.3,20.0,59.3,18.4,,10.0,34.0,16.3,20.0,25.0,10.0,30.4,69.7,27.1,25.0,20.0,,68.8,66.1,42.5,,,15.0,22.0,20.0,,,,-0.1601306216051709,-0.09305703196726212,-0.17589131235007294,,-0.10991992466782799,-0.62071992976295,0
NUE,cyclical,Steel,2024-12-14,ok,2024-09-28,8,33.0,22.4,23.4,38.4,28.6,20.0,66.1,21.6,,10.0,36.4,23.0,21.0,27.5,10.0,43.3,83.4,30.7,25.5,20.0,,79.8,65.7,50.0,,,15.0,22.2,30.9,,,,0.11291037009909033,0.021910322566983775,0.16526507019826409,,-0.06873636162192473,-0.3453465346534653,0
NUE,cyclical,Steel,2025-03-16,ok,2024-12-31,8,33.7,25.8,21.8,40.9,22.0,,54.7,27.9,,10.0,41.7,28.4,20.0,25.0,10.0,52.1,83.8,20.0,25.0,,,50.3,67.8,49.6,,,15.0,25.5,49.8,,,,-0.12205003748579535,-0.05729848237081714,0.08483269463447707,,-0.03247118860292804,-0.13961519486926494,0
NUE,cyclical,Steel,2025-06-14,ok,2025-04-05,8,31.1,21.8,21.8,39.0,22.0,,54.4,21.0,,10.0,23.4,32.3,20.0,25.0,10.0,54.9,74.0,20.0,25.0,,,51.0,64.5,50.4,,,15.0,24.7,26.3,,,,0.08132572003064742,0.20667297700795895,0.8640584363787265,,-0.0013904557841517302,0.742152466367713,0
FCX,cyclical,Mining,2021-06-14,ok,2021-03-31,8,30.1,33.5,68.4,14.9,,,23.7,23.0,,12.4,32.0,56.0,73.5,59.6,10.0,18.4,20.0,,,,,25.0,20.0,25.0,23.0,,17.2,27.5,27.2,,,,-0.1578191584939308,-0.13815359345660327,0.05815658075497376,0.11347727120633894,0.10297352536634688,1.668356569497254,0
FCX,cyclical,Mining,2021-09-13,ok,2021-06-30,8,18.8,16.2,21.8,12.7,,23.0,23.7,20.2,,10.0,21.4,18.1,20.0,25.0,10.0,10.0,20.0,,,23.0,,25.0,20.0,25.0,16.4,,18.3,26.3,24.3,,,,0.03208096118463488,0.3283621379241618,-0.0002868116568727208,-0.08671406900933876,-0.04414939937012441,0.6852266368214885,0
FCX,cyclical,Mining,2021-12-14,ok,2021-09-30,8,19.3,20.3,21.8,12.7,,20.5,23.9,18.3,,12.1,37.3,14.3,20.0,25.0,10.0,10.0,20.0,,,20.5,,25.0,20.7,25.0,13.1,,15.0,25.6,26.3,,,,0.2835063440297625,0.15457717097144164,0.18190875135650708,-0.21627970073907796,-0.10925819548670548,-0.0010277492291880781,0
FCX,cyclical,Mining,2022-03-16,ok,2021-12-31,8,22.2,18.5,21.8,12.7,,,42.3,17.6,,10.0,26.6,20.4,20.0,25.0,10.0,10.0,20.0,,,,,64.4,30.7,25.0,12.0,,15.0,24.7,25.4,,,,-0.07577948968055959,-0.25499690857467305,-0.1191069853001041,-0.10614857062097516,-0.17996145337777553,-0.16514445479962722,0
FCX,cyclical,Mining,2022-06-14,ok,2022-03-31,8,24.1,23.1,21.8,13.9,,,43.3,18.8,,11.9,37.3,22.4,20.0,25.0,10.0,10.0,24.5,,,,,64.6,34.4,25.0,11.6,,16.9,24.7,30.1,,,,-0.23976354713368453,-0.006281080816469942,-0.0957206159541335,-0.12851863484125697,-0.22176289061280238,-0.42621912602913237,0
FCX,cyclical,Mining,2022-09-13,ok,2022-06-30,8,29.6,23.9,21.8,28.3,,20.0,55.7,21.5,,15.4,44.2,15.5,20.0,25.0,12.3,12.1,72.7,,,20.0,,77.0,40.1,42.7,12.1,,15.0,27.1,44.6,,,,0.23967011788554338,0.15451985535910784,0.1667382127844348,-0.04351265353255224,-0.1743320796297245,-0.4492777685538768,0
FCX,cyclical,Mining,2022-12-14,ok,2022-09-30,8,31.5,24.2,28.9,33.2,,20.0,58.5,18.5,,15.8,41.8,17.9,27.0,32.1,10.0,22.0,85.0,,,20.0,,71.1,38.6,59.3,13.2,,15.0,26.4,26.4,,,,-0.06277237964439475,-0.09495163152794417,-0.13033493172841948,0.07323210065432403,-0.10703837277740555,-0.23436213991769547,0
FCX,cyclical,Mining,2023-03-16,ok,2022-12-31,8,37.9,32.9,42.2,41.2,,,55.4,19.0,,21.0,52.2,28.7,39.2,47.5,17.6,38.8,85.0,,,,,57.2,48.3,58.8,14.1,,15.6,25.8,26.9,,,,-0.0073165248903313,-0.005207542457167369,-0.06771268027992039,0.015333493474257331,-0.04738702533382955,-0.16253628041973656,0
FCX,cyclical,Mining,2023-06-14,ok,2023-03-31,8,35.9,25.6,21.8,42.4,,,68.6,17.8,,19.7,37.9,21.2,20.0,25.0,12.9,51.4,85.0,,,,,72.3,64.1,67.7,15.4,,15.0,23.9,20.7,,,,-0.014743123808764969,-0.09814344199555636,-0.041238487741706464,-0.049858167348932836,0.023425613583796735,0.06622516556291391,0
FCX,cyclical,Mining,2023-09-13,ok,2023-06-30,8,31.9,22.4,21.8,41.9,,20.0,57.5,19.3,,17.7,27.1,23.2,20.0,25.0,10.0,54.7,85.0,,,20.0,,54.3,50.7,66.9,15.6,,15.0,23.7,28.6,,,,-0.09762291076264884,-0.06354361456533564,-0.18812965445202434,0.08236194845983008,0.04394302535841296,0.3304190533614712,0
FCX,cyclical,Mining,2023-12-14,ok,2023-09-30,8,30.6,23.2,21.8,36.1,,20.5,55.3,19.5,,17.3,24.5,27.9,20.0,25.0,10.0,53.0,64.7,,,20.5,,50.2,52.8,63.5,16.8,,15.0,23.2,27.8,,,,-0.03067182389258849,-0.03390302468421602,-0.31992391227211825,0.0356859269183325,0.06051171326667093,0.25907014243482934,0
FCX,cyclical,Mining,2024-03-15,ok,2023-12-31,8,29.8,21.2,21.8,31.8,,,52.8,20.5,,16.2,24.8,23.4,20.0,25.0,10.0,54.0,47.7,,,,,44.5,55.3,60.9,18.4,,16.2,22.9,28.7,,,,0.01702586623289215,-0.14041425425368814,-0.20545057583376614,-0.08570689145223306,0.07352364335698715,0.17275393228472408,0
FCX,cyclical,Mining,2024-06-14,ok,2024-03-31,8,25.5,19.8,30.4,22.5,,,38.6,20.0,,12.1,17.6,29.3,28.6,33.6,10.0,45.3,21.6,,,,,25.0,50.2,45.6,17.4,,17.2,22.4,27.2,,,,-0.14618919026148947,-0.2505097365243355,-0.24646159389157918,-0.029317725527997968,0.013258612379040191,0.04296066252587992,0
FCX,cyclical,Mining,2024-09-13,ok,2024-06-30,8,29.1,26.6,57.7,21.1,,20.5,34.9,20.0,,13.7,26.2,39.8,61.2,51.7,10.0,41.7,20.0,,,20.5,,25.0,52.3,32.8,16.8,,16.5,22.3,29.3,,,,-0.0891577119729221,-0.0643275129068368,-0.11497057109861397,0.0028900956209990114,0.00015060146084949072,-0.026285973260820304,0
FCX,cyclical,Mining,2024-12-14,ok,2024-09-30,8,23.2,20.3,28.9,19.4,,20.0,31.0,20.9,,11.8,24.5,25.2,28.1,30.2,10.0,35.2,20.0,,,20.0,,25.0,47.5,25.0,17.3,,17.6,22.5,31.3,,,,0.06775286905335953,0.0068738350612508325,0.06578649559980865,-0.0009277968480109755,-0.025460276711442048,-0.08046958377801494,0
